month,year,ordinal,account,install,device,uomdesc,uom,readings,randvalue,
April,2019,210,220006015,3002672740,98370206,KWH,2,24958,16385
April,2019,211,220006086,3002672778,80395554,KVA,1,150,28081
April,2019,212,220006086,3002672778,80395554,KWH,2,44352,29117
April,2019,213,220006488,3002668190,63021692,KVA,1,76,14327
April,2019,214,220006488,3002668190,63021692,KWH,2,31510,20686
April,2019,215,220006544,3002668219,80395276,KRH,3,17424,3420
April,2019,216,220006544,3002668219,80395276,KVA,1,286,53629
April,2019,217,220006544,3002668219,80395276,KWH,2,80890,53104
April,2019,218,220006590,3002668240,63034999,KRH,3,2251,442
April,2019,219,220006590,3002668240,63034999,KVA,1,70,13104
April,2019,220,220006590,3002668240,63034999,KWH,2,13640,8955
April,2019,221,220006600,3002668246,83834622,KVA,1,542,101462
April,2019,222,220006600,3002668246,83834622,KWH,2,171492,112585
April,2019,223,220006745,3002676680,83834620,KVA,1,549,102773
April,2019,224,220006745,3002676680,83834620,KWH,2,194972,127999
April,2019,225,220006978,3003519679,98368820,KRH,3,2037,400
April,2019,226,220006978,3003519679,98368820,KVA,1,133,24898
April,2019,227,220006978,3003519679,98368820,KWH,2,27658,18159
April,2019,228,220007080,3002672073,93750599,KRH,3,4171,819
April,2019,229,220007080,3002672073,93750599,KVA,1,173,32495
April,2019,230,220007080,3002672073,93750599,KWH,2,17024,11176
April,2019,231,220007114,3002674897,63036392,KRH,3,469,92
April,2019,232,220007114,3002674897,63036392,KVA,1,70,13104
April,2019,233,220007114,3002674897,63036392,KWH,2,1858,1220
April,2019,234,220007259,3003533923,95680987,KRH,3,14595,2865
April,2019,235,220007259,3003533923,95680987,KVA,1,90,16957
April,2019,236,220007259,3003533923,95680987,KWH,2,79928,52473
April,2019,237,220007523,3002670763,98449069,KRH,3,12349,2424
April,2019,238,220007523,3002670763,98449069,KVA,1,156,29203
April,2019,239,220007523,3002670763,98449069,KWH,2,5528,3629
April,2019,240,220007918,3002674164,63012491,KVA,1,74,14003
April,2019,241,220007918,3002674164,63012491,KWH,2,194498,127689
April,2019,242,220008140,3002651800,83834587,KRH,3,11500,2257
April,2019,243,220008140,3002651800,83834587,KVA,1,341,63898
April,2019,244,220008140,3002651800,83834587,KWH,2,90000,59085
April,2019,245,220008580,3002668952,63031915,KRH,3,5538,1087
April,2019,246,220008580,3002668952,63031915,KVA,1,125,23494
April,2019,247,220008580,3002668952,63031915,KWH,2,32494,21332
April,2019,248,220008622,3002668973,96948254,KRH,3,1200,236
April,2019,249,220008622,3002668973,96948254,KVA,1,111,20859
April,2019,250,220008622,3002668973,96948254,KWH,2,11664,7657
April,2019,251,220008630,3002668980,93708211,KRH,3,33923,6659
April,2019,252,220008630,3002668980,93708211,KVA,1,235,44155
April,2019,253,220008630,3002668980,93708211,KWH,2,149286,98006
April,2019,254,220008686,3002669000,96948376,KRH,3,800,157
April,2019,255,220008686,3002669000,96948376,KVA,1,70,13104
April,2019,256,220008686,3002669000,96948376,KWH,2,8000,5252
April,2019,257,220008693,3002669007,93708179,KRH,3,4427,869
April,2019,258,220008693,3002669007,93708179,KVA,1,117,22033
April,2019,259,220008693,3002669007,93708179,KWH,2,47956,31483
April,2019,260,220008728,3002669025,63029803,KVA,1,70,13104
April,2019,261,220008728,3002669025,63029803,KWH,2,17732,11642
